Zipcode,Full address,Frame id,City,Monthly impressions,Publisher,Venue types,Latitude,Longitude,Country
8172,"Plaça de la Vila, s/n, 08172 Sant Cugat del Vallès, Barcelona, Spain",hq1QV:342095687,Sant Cugat del Vallès,59601.42857,TuMedio Spain,['retail.parking_garages'],41.471303,2.0854276,ES
46008,"Ferran el Catòlic - Gabriel Miró, 46008 Valencia, Spain",ES-VAL-DD-00051.D1.01,Valencia,119142,JCDecaux - ES,['outdoor.urban_panels'],39.4726358,-0.3869646,ES
48013,"Zorrotza (Fray Juan 35) (363), 48013 Bilbao, Vizcaya, Spain",48020.01650.01.01,Bilbao,168037,JCDecaux - ES,['outdoor.urban_panels'],43.2774933,-2.9751049,ES
28010,"Fuencarral - Alburquerque, 28010 Madrid, Spain",28079.04437.01.04,Madrid,302105,JCDecaux - ES,['outdoor.urban_panels'],40.4315428,-3.7034787,ES
28010,"Fuencarral - Alburquerque, 28010 Madrid, Spain",28079.04437.01.03,Madrid,377804,JCDecaux - ES,['outdoor.urban_panels'],40.4315428,-3.7034787,ES
28007,"Av.Ciudad De Barcelona-Est. Atocha, 28007 Madrid, Spain",28079.05383.01.03,Madrid,617618,JCDecaux - ES,['outdoor.urban_panels'],40.4077301,-3.6906645,ES
28100,"C. de Velarde, 21, 28100 Alcobendas, Madrid, Spain",28006.00240.01.01,Alcobendas,330701,JCDecaux - ES,['outdoor.urban_panels'],40.5445165,-3.643502,ES
28100,"Av. de Camilo José Cela, 1, 28100 Alcobendas, Madrid, Spain",28006.00243.01.01,Alcobendas,296346,JCDecaux - ES,['outdoor.urban_panels'],40.546862,-3.656658,ES
50008,"Plaza Albert Schweitzer, Pl. de Albert Schweitzer, 2, 50008 Zaragoza, Spain",ES-ZAR-AB-01030.D1.01,Zaragoza,569549,JCDecaux - ES,['outdoor.urban_panels'],41.6427063,-0.8821159,ES
50001,"Pl. de San Miguel, N°3, Planta 1, Oficina B, 50001 Zaragoza, Spain",ES-ZAR-AB-01035.D2.02,Zaragoza,105551,JCDecaux - ES,['outdoor.urban_panels'],41.6499329,-0.8760193,ES
50001,"Pl. de San Miguel, N°3, Planta 1, Oficina B, 50001 Zaragoza, Spain",ES-ZAR-AB-01035.D1.01,Zaragoza,105551,JCDecaux - ES,['outdoor.urban_panels'],41.6499329,-0.8760193,ES
50004,"P.º de María Agustín, 39, local izqda, 50004 Zaragoza, Spain",ES-ZAR-DD-01126.D1.01,Zaragoza,351905,JCDecaux - ES,['outdoor.urban_panels'],41.6514636,-0.8912307,ES
47002,"Pl. de Portugalete, 3, 47002 Valladolid, Spain",47186.00915.01.01,Valladolid,22045,JCDecaux - ES,['outdoor.urban_panels'],41.6532051,-4.7240226,ES
48012,"C. Pedro Martínez Artola kalea, 12, 48012 Bilbao, Vizcaya, Spain",ES-BIL-AB-05258.D1.02,Bilbao,40121,JCDecaux - ES,['outdoor.urban_panels'],43.2562794,-2.9357291,ES
48009,"Gran Vía de Don Diego López de Haro, 40, 1-IZDA, 48009 Bilbo, Bizkaia, Spain",48020.01514.01.02,Bilbo,321212,JCDecaux - ES,['outdoor.urban_panels'],43.2628451,-2.9340382,ES
48009,"Gran Vía de Don Diego López de Haro, 40, 1-IZDA, 48009 Bilbo, Bizkaia, Spain",48020.01514.01.01,Bilbo,90071,JCDecaux - ES,['outdoor.urban_panels'],43.2628451,-2.9340382,ES
48011,"Gran Vía de Don Diego López de Haro, 63, 48011 Bilbo, Bizkaia, Spain",48020.01354.01.01,Bilbo,259329,JCDecaux - ES,['outdoor.urban_panels'],43.2641003,-2.9405718,ES
48007,"Campo de Volantín Pasealekua, 23, 48007 Bilbo, Bizkaia, Spain",ES-BIL-AB-05038.D1.02,Bilbo,145541,JCDecaux - ES,['outdoor.urban_panels'],43.267001,-2.9272171,ES
20010,"Av. Sancho el Sabio, 35, 20010 San Sebastián, Gipuzkoa, Spain",ES-SSB-DD-08100.D1.01,San Sebastián,257913,JCDecaux - ES,['outdoor.urban_panels'],43.3079153,-1.9795623,ES
8840,"Carrer de l'Agricultura, 17, 17, 08840 Viladecans, Barcelona, Spain",ES-VLD-DD-00003.D1.01,Viladecans,350216,JCDecaux - ES,['outdoor.urban_panels'],41.3104453,2.0180407,ES
26007,"C. Gral. Vara de Rey, 73, 26007 Logroño, La Rioja, Spain",ES-LOG-DD-00031.D2.02,Logroño,114897,JCDecaux - ES,['outdoor.urban_panels'],42.457876,-2.4469948,ES
26007,"C. Gral. Vara de Rey, 73, 26007 Logroño, La Rioja, Spain",ES-LOG-DD-00031.D1.01,Logroño,100860,JCDecaux - ES,['outdoor.urban_panels'],42.457876,-2.4469948,ES
33001,"C. Víctor Chávarri, 23, bajo, 33001 Oviedo, Asturias, Spain",33044.00003.01.03,Oviedo,49724,JCDecaux - ES,['outdoor.urban_panels'],43.3656229,-5.8429667,ES
28003,"Calle de José Abascal, 58, 7º dcha, 28003 Madrid, Spain",ES-MAD-AB-02469.D1.03,Madrid,501929,JCDecaux - ES,['outdoor.urban_panels'],40.4379182,-3.6916528,ES
28942,"Av. de la Universidad, 1, 28942 Fuenlabrada, Madrid, Spain",28058.00624.01.01,Fuenlabrada,156530,JCDecaux - ES,['outdoor.urban_panels'],40.2851863,-3.8166672,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00281.01.02,Palma,176150,JCDecaux - ES,['outdoor.urban_panels'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00281.01.01,Palma,250941,JCDecaux - ES,['outdoor.urban_panels'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00280.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00279.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00277.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00275.01.02,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00274.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00273.01.02,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00272.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00271.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00270.01.01,Palma,1243895,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00269.01.01,Palma,1243895,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00284.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00283.01.01,Palma,272984,JCDecaux - ES,['outdoor.urban_panels'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00282.01.02,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00275.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00282.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00276.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00278.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00273.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
7015,"Av. de Gabriel Roca, 54, 07015 Palma, Illes Balears, Spain",07040.00268.01.01,Palma,90309,JCDecaux - ES,['retail.malls'],39.5512107,2.6214469,ES
28937,"C. de Simón Hernández, 13, 28937 Móstoles, Madrid, Spain",ES-MOS-DD-01003.D1.01,Móstoles,276299,JCDecaux - ES,['outdoor.urban_panels'],40.3217067,-3.861755,ES
28944,"C. de la Comunidad de Madrid, 9, 28944 Fuenlabrada, Madrid, Spain",ES-FUE-DD-00100.D1.01,Fuenlabrada,30281,JCDecaux - ES,['outdoor.urban_panels'],40.2776391,-3.7980844,ES
28944,"C. de la Iglesia, 10, 28944 Fuenlabrada, Madrid, Spain",ES-FUE-DD-00202.D1.01,Fuenlabrada,29861,JCDecaux - ES,['outdoor.urban_panels'],40.2823794,-3.7912226,ES
28943,"C. de Francia, 52, 28943 Fuenlabrada, Madrid, Spain",ES-FUE-DD-00219.D1.01,Fuenlabrada,392115,JCDecaux - ES,['outdoor.urban_panels'],40.2852848,-3.810341,ES
28945,"C/ de Leganés, 34, 28945 Fuenlabrada, Madrid, Spain",28058.00620.01.01,Fuenlabrada,110072,JCDecaux - ES,['outdoor.urban_panels'],40.2869235,-3.7923434,ES
28941,"C/ de Móstoles, 58, 28941 Fuenlabrada, Madrid, Spain",ES-FUE-DD-00117.D1.01,Fuenlabrada,150613,JCDecaux - ES,['outdoor.urban_panels'],40.2893442,-3.8026257,ES
28941,"Av. de España, 20, 28941 Fuenlabrada, Madrid, Spain",28058.00622.01.01,Fuenlabrada,417473,JCDecaux - ES,['outdoor.urban_panels'],40.292758,-3.7970119,ES
28942,"Av. de Pablo Iglesias, 17, 28942 Fuenlabrada, Madrid, Spain",28058.00623.01.01,Fuenlabrada,246887,JCDecaux - ES,['outdoor.urban_panels'],40.3016631,-3.8321413,ES
28938,"Av. de la Osa Menor, 28938 Móstoles, Madrid, Spain",28092.00504.01.01,Móstoles,56144,JCDecaux - ES,['outdoor.urban_panels'],40.3105612,-3.8641628,ES
28938,"Av. Carlos V, 115, 28938 Móstoles, Madrid, Spain",ES-MOS-DD-01004.D1.01,Móstoles,468239,JCDecaux - ES,['outdoor.urban_panels'],40.31371,-3.85818,ES
28935,"C. Rio Duero, 28935 Móstoles, Madrid, Spain",ES-MOS-DD-01002.D1.01,Móstoles,111455,JCDecaux - ES,['outdoor.urban_panels'],40.3175258,-3.8788971,ES
28938,"P.º de Arroyomolinos, 25, 28938 Móstoles, Madrid, Spain",28092.00508.01.01,Móstoles,83488,JCDecaux - ES,['outdoor.urban_panels'],40.3177184,-3.8686701,ES
