Zipcode,Frame id,Full address,Name,City,Monthly impressions,Publisher,Type,Subtype,Venue types,SSP,Media,Screen,Latitude,Longitude,Administrative level 1,Administrative level 2,Country,Frame resolution,Min duration,Max duration
11401,hq1QV:452984299,"Pl. Madre de Dios, s/n, 11401 Jerez de la Frontera, Cádiz, Spain",Plaza Madre de Dios,Jerez de la Frontera,5.703.428.571.428.570,TuMedio Spain,Vistarmedia player,,['retail.parking_garages'],VistarMedia,digital,1,366.790.803,-61.297.247,AN,CA,ES,1080x1920,,
9004,hq1QV:450882345,"C. de Santander, 9, 09004 Burgos, Spain",Plaza Mayor Burgos 01,Burgos,12.105.857.142.857.100,TuMedio Spain,Vistarmedia player,,['retail.parking_garages'],VistarMedia,digital,1,423.419.799,-36.998.433,CL,BU,ES,1080x1920,,
9004,hq1QV:450895658,"C. de Santander, 9, 09004 Burgos, Spain",Plaza Mayor Burgos 02,Burgos,12.105.857.142.857.100,TuMedio Spain,Vistarmedia player,,['retail.parking_garages'],VistarMedia,digital,1,423.419.799,-36.998.433,CL,BU,ES,1080x1920,,
9004,hq1QV:450895662,"C. de Santander, 9, 09004 Burgos, Spain",Plaza Mayor Burgos 03,Burgos,16.645.285.714.285.700,TuMedio Spain,Vistarmedia player,,['retail.parking_garages'],VistarMedia,digital,1,423.419.799,-36.998.433,CL,BU,ES,1080x1920,,
,hq1QV:451717225,"VG7R+JF Almería, Spain",Rambla II 01,Almería,17.747.142.857.142.800,TuMedio Spain,Vistarmedia player,,['retail.parking_garages'],VistarMedia,digital,1,36.864.056,-2.458.822,AN,AL,ES,1080x1920,,
,hq1QV:451720531,"VG7R+JF Almería, Spain",Rambla II 02,Almería,22.742.142.857.142.800,TuMedio Spain,Vistarmedia player,,['retail.parking_garages'],VistarMedia,digital,1,36.864.056,-2.458.822,AN,AL,ES,1080x1920,,
48010,broadsign.com:343273835,"Arriquíbar Plaza, 23, 48010 Bilbo, Bizkaia, Spain",Alhondiga 02,Bilbo,176913.0,TuMedio,broadsign player,,['retail.parking_garages'],Broadsign,digital,1,4.325.987.019.999.990,-29.358.871,PV,BI,ES,1080x1920,10.0,10.0
48010,broadsign.com:343269999,"Arriquíbar Plaza, 23, 48010 Bilbo, Bizkaia, Spain",Alhondiga 01,Bilbo,176913.0,TuMedio,broadsign player,,['retail.parking_garages'],Broadsign,digital,1,4.325.987.019.999.990,-29.358.871,PV,BI,ES,1080x1920,10.0,10.0
33202,broadsign.com:346211413,"C. Emilio Tuya, 20, 33202 Gijón, Asturias, Spain",El Arenal,Gijón,121810.5,TuMedio,broadsign player,,['retail.parking_garages'],Broadsign,digital,1,435.396.984,-56.511.673,AS,O,ES,1080x1920,10.0,10.0
28006,28079.08333.01.03,"C. Serrano, 59, 28006 Madrid, Spain","Madrid - Serrano 61 - Serrano Oro,Madrid",Madrid,188810.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,404.319.516,-3.686.990.599.999.990,MD,M,ES,1080x1920,,10.0
28046,28079.05450.01.03,"P.º de la Castellana, 20, 28046 Madrid, Spain","Madrid - Castellana 20,Madrid",Madrid,250165.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,404.289.973,-36.889.574,MD,M,ES,1080x1920,,10.0
28006,28079.06058.01.03,"C. de José Ortega y Gasset, 15, 28006 Madrid, Spain","Madrid - José Ortega y Gasset 13,Madrid",Madrid,131003.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,4.043.057.659.999.990,-36.859.902,MD,M,ES,1080x1920,,10.0
28100,28006.00237.01.01,"C. de la Marquesa Viuda de Aldama, 52, 28100 Alcobendas, Madrid, Spain","Alcobendas - Marquesa Viuda de Aldama,Alcobendas",Alcobendas,123552.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,405.425.411,-36.303.217,MD,M,ES,1080x1920,,10.0
28108,28006.00247.01.01,"Av. de Bruselas, 16, 28108 Alcobendas, Madrid, Spain","Alcobendas - Avda Bruselas 16,Alcobendas",Alcobendas,97606.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,40.531.782,-36.365.311,MD,M,ES,1080x1920,,10.0
28915,28074.00438.01.01,"Calle Alcalde Eleuterio Dura, 41B, 28915 Leganés, Madrid, Spain","Leganés - Av Europa Esq Av Juan Carlos I,Leganés",Leganés,281470.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.355.868,-37.473.416,MD,M,ES,1080x1920,,10.0
1012,01059.01287.01.01,"Av. Gasteiz, 52, 01012 Vitoria-Gasteiz, Álava, Spain","Vitoria,Vitoria - Gasteiz 54",Vitoria-Gasteiz,77904.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,428.502.781,-26.805.688,PV,VI,ES,1080x1920,,10.0
28100,28006.00234.01.01,"Calle del Dr. Casimiro Morcillo, 1400, 28100 Alcobendas, Madrid, Spain","Alcobendas - Pº Chopera esq Casimiro Morcillo,Alcobendas",Alcobendas,493815.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,405.446.244,-36.480.797,MD,M,ES,1080x1920,,10.0
28006,28079.08332.01.03,"Calle Hermanos Bécquer, 2, 28006 Madrid, Spain","Madrid - Serrano 77,Madrid",Madrid,85556.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,404.357.554,-3.686.801.199.999.990,MD,M,ES,1080x1920,,10.0
28224,28115.00234.02.01,"Vaguada Cerro de los Gamos, 28224 Pozuelo de Alarcón, Madrid, Spain","Pozuelo - Vaguada Esq Isaac Albeniz,Pozuelo",Pozuelo de Alarcón,257848.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,40.455.328,-38.110.532,MD,M,ES,1080x1920,,10.0
28100,28006.00242.01.01,"Av. de España, 3, 28100 Alcobendas, Madrid, Spain","Alcobendas - Avda España esq Marqués Valdavia,Alcobendas",Alcobendas,221438.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,405.454.935,-36.432.562,MD,M,ES,1080x1920,,10.0
28009,28079.08457.01.03,"Calle de O'Donnell, 4, Oficina 20, 28009 Madrid, Spain","Madrid - Odonnell,Madrid,Madrid - Odonnell 6",Madrid,302386.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,40.421.533,-36.796.263,MD,M,ES,1080x1920,,10.0
28916,28074.00439.01.01,"Av. Rey Juan Carlos I, 78, 28916 Leganés, Madrid, Spain","Leganés - Av Juan Carlos I Esq Av Francia,Leganés",Leganés,224760.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.358.306,-37.438.139,MD,M,ES,1080x1920,,10.0
47007,47186.00888.01.01,"P.º de Zorrilla, 63, 47007 Valladolid, Spain","Valladolid - P⁰ Zorrilla 63,Valladolid",Valladolid,360839.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.372.868,-47.387.217,CL,VA,ES,1080x1920,,10.0
28100,28006.00235.01.01,"P.º de la Estación, 28100 Alcobendas, Madrid, Spain","Alcobendas - Marqués de la Valdavia,Alcobendas",Alcobendas,50742.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,405.468.165,-36.529.216,MD,M,ES,1080x1920,,10.0
28040,ES-MMA-DD-05038.D1.01,"FUNDACION SEPI CENTRO DE TRABAJO, Av. de Gregorio del Amo, 2, 28040 Madrid, Spain",Frame Alone,Madrid,107494.0,JCDecaux - ES,DIGITALSW-MUPI,DIGITALSW-MUPI,['transit.subway'],VIOOH_ES,digital,1,4.044.699,-37.187.384,MD,M,ES,1080x1920,,10.0
28042,ES-MMA-DD-07002.D1.01,"Acceso IFEMA, 12, 28042 Madrid, Spain",nan,Madrid,63464.0,JCDecaux - ES,DIGITALSW-MUPI,DIGITALSW-MUPI,['transit.subway'],VIOOH_ES,digital,1,404.641.785,-36.161.733,MD,M,ES,1080x1920,,10.0
28042,ES-MMA-DD-07001.D1.01,"Acceso IFEMA, 12, 28042 Madrid, Spain",nan,Madrid,61256.0,JCDecaux - ES,DIGITALSW-MUPI,DIGITALSW-MUPI,['transit.subway'],VIOOH_ES,digital,1,404.641.785,-36.161.733,MD,M,ES,1080x1920,,10.0
29004,ES-MAL-DD-01090.D1.01,"Av. Imperio Argentina, 3, 29004 Málaga, Spain",Frame Alone,Málaga,21709.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,3.668.386.830.000.000,-44.575.258,AN,MA,ES,1080x1920,,10.0
29004,ES-MAL-DD-01043.D1.01,"Av. de Molière, 29004 Málaga, Spain",Frame Alone,Málaga,96209.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,366.871.576,-44.529.831,AN,MA,ES,1080x1920,,10.0
29004,ES-MAL-DD-01006.D1.01,"Av. de los Guindos, 31, 29004 Málaga, Spain",Frame Alone,Málaga,186775.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,366.909.538,-44.472.916,AN,MA,ES,1080x1920,,10.0
29002,ES-MAL-DD-01086.D1.01,"Av. de las Américas, 2, 29002 Málaga, Spain",Frame Alone,Málaga,24626.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.132.305,-44.309.397,AN,MA,ES,1080x1920,,10.0
29006,ES-MAL-DD-01036.D2.02,"P.º de los Tilos, 5, 29006 Málaga, Spain",Frame Alone,Málaga,185200.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.136.785,-44.323.553,AN,MA,ES,1080x1920,,10.0
29006,ES-MAL-DD-01036.D1.01,"P.º de los Tilos, 5, 29006 Málaga, Spain",Frame Alone,Málaga,541870.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.136.785,-44.323.553,AN,MA,ES,1080x1920,,10.0
29010,ES-MAL-DD-01035.D1.01,"Av. César Manrique, 13, 29010 Málaga, Spain",Frame Alone,Málaga,59277.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.147.415,-4.466.696.700.000.000,AN,MA,ES,1080x1920,,10.0
29016,ES-MAL-DD-01027.D1.01,"P.º Marítimo Cdad. de Melilla, 9, 29016 Málaga, Spain",Frame Alone,Málaga,17531.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.159.808,-4.412.491.999.999.990,AN,MA,ES,1080x1920,,10.0
29002,ES-MAL-DD-01071.D2.02,"Av. de Andalucía, 9, 29002 Málaga, Spain",Frame Alone,Málaga,84372.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.161.432,-44.300.435,AN,MA,ES,1080x1920,,10.0
29002,ES-MAL-DD-01071.D1.01,"Av. de Andalucía, 9, 29002 Málaga, Spain",Frame Alone,Málaga,158980.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.161.432,-44.300.435,AN,MA,ES,1080x1920,,10.0
29007,ES-MAL-DD-01039.D2.02,"C. Hilera, 54K, Edificio Santander, 29007 Málaga, Spain",Frame Alone,Málaga,258970.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.182.085,-44.368.361,AN,MA,ES,1080x1920,,10.0
29007,ES-MAL-DD-01039.D1.01,"C. Hilera, 54K, Edificio Santander, 29007 Málaga, Spain",Frame Alone,Málaga,292628.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.182.085,-44.368.361,AN,MA,ES,1080x1920,,10.0
29007,ES-MAL-DD-01031.D1.01,"C. Hilera, 29007 Málaga, Spain",Frame Alone,Málaga,290928.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.180.967,-44.366.911,AN,MA,ES,1080x1920,,10.0
29007,ES-MAL-DD-01011.D1.01,"Av. Santa Rosa de Lima, 22, 29007 Málaga, Spain",Frame Alone,Málaga,53338.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,3.671.978,-4.449.479.999.999.990,AN,MA,ES,1080x1920,,10.0
29016,ES-MAL-DD-01063.D1.01,"P.º de Sancha, 10, 29016 Málaga, Spain",Frame Alone,Málaga,56964.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.214.508,-44.043.828,AN,MA,ES,1080x1920,,10.0
29008,ES-MAL-DD-01084.D1.01,"Av. de la Rosaleda, 29, 29008 Málaga, Spain",Frame Alone,Málaga,117962.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.264.845,-4.425.428.999.999.990,AN,MA,ES,1080x1920,,10.0
29009,ES-MAL-DD-01089.D1.01,"Av. del Dr. Marañón, 16, 29009 Málaga, Spain",Frame Alone,Málaga,28048.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.290.348,-4.428.408,AN,MA,ES,1080x1920,,10.0
29013,ES-MAL-DD-01088.D1.01,"C. Cristo de la Epidemia, 68, 29013 Málaga, Spain",Frame Alone,Málaga,45006.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,3.673.088.449.999.990,-4.415.007.399.999.990,AN,MA,ES,1080x1920,,10.0
29014,ES-MAL-DD-01004.D1.01,"Av. de Jorge Silvela, 29014 Málaga, Spain",Frame Alone,Málaga,142544.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.328.341,-44.251.573,AN,MA,ES,1080x1920,,10.0
29190,ES-MAL-DD-01073.D1.01,"C. Lope de Rueda, 53, 29190 Málaga, Spain",Frame Alone,Málaga,201564.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,367.369.788,-4.479.921,AN,MA,ES,1080x1920,,10.0
46006,ES-VAL-DD-00412.D1.01,"Pl. Manuel Sanchís Guarner, 46006 València, Valencia, Spain",Frame Alone,València,82718.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,394.571.976,-3.755.855,VC,V,ES,1080x1920,,10.0
46006,ES-VAL-DD-00062.D1.01,"Av. de Peris i Valero, 46006 València, Valencia, Spain",Frame Alone,València,387914.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,39.463.102,-3.612.401,VC,V,ES,1080x1920,,10.0
28914,ES-LEG-DD-00017.D1.01,"C. Parla, 36, 28914 Leganés, Madrid, Spain",Frame Alone,Leganés,95838.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.138.031,-37.840.184,MD,M,ES,1080x1920,,10.0
28914,ES-LEG-DD-00011.D1.01,"Av. de Fuenlabrada, 4, 28914 Leganés, Madrid, Spain",Frame Alone,Leganés,733040.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,40.318.542,-3.768.377,MD,M,ES,1080x1920,,10.0
28914,ES-LEG-DD-00013.D1.01,"C. de los Frailes, 2, 28914 Leganés, Madrid, Spain",Frame Alone,Leganés,79522.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,4.032.303.479.999.990,-37.719.911,MD,M,ES,1080x1920,,10.0
28912,ES-LEG-DD-00008.D1.01,"Av. del Dr. Martín Vegue Jaύdenes, 2, 28912 Leganés, Madrid, Spain",Frame Alone,Leganés,13459.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.291.634,-37.628.522,MD,M,ES,1080x1920,,10.0
28911,ES-LEG-DD-00007.D1.01,"Av. de la Universidad, 31, 28911 Leganés, Madrid, Spain",Frame Alone,Leganés,203934.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.315.644,-37.676.319,MD,M,ES,1080x1920,,10.0
28911,ES-LEG-DD-00006.D1.01,"Av. de la Universidad, 34, 28911 Leganés, Madrid, Spain",Frame Alone,Leganés,160519.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.317.037,-37.686.182,MD,M,ES,1080x1920,,10.0
28912,ES-LEG-DD-00018.D1.01,"Av. de Fuenlabrada, 5, 28912 Leganés, Madrid, Spain",Frame Alone,Leganés,824110.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.332.826,-37.609.281,MD,M,ES,1080x1920,,10.0
28915,ES-LEG-DD-00016.D1.01,"C. de la Rioja, 1, 28915 Leganés, Madrid, Spain",Frame Alone,Leganés,193004.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.342.053,-37.552.461,MD,M,ES,1080x1920,,10.0
28912,ES-LEG-DD-00019.D1.01,"Av. de Fuenlabrada, 2, 28912 Leganés, Madrid, Spain",Frame Alone,Leganés,592999.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.343.791,-37.606.027,MD,M,ES,1080x1920,,10.0
28918,ES-LEG-DD-00012.D1.01,"Av. de America Latina, 7913, 28918 Leganés, Madrid, Spain",Frame Alone,Leganés,432896.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.367.549,-3.769.587.999.999.990,MD,M,ES,1080x1920,,10.0
28915,ES-LEG-DD-00015.D1.01,"C. de los Monegros, 21, 28915 Leganés, Madrid, Spain",Frame Alone,Leganés,263950.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,4.033.760.059.999.990,-37.549.005,MD,M,ES,1080x1920,,10.0
28915,ES-LEG-DD-00014.D1.01,"C. del Somontano, 49, 28915 Leganés, Madrid, Spain",Frame Alone,Leganés,166442.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.374.396,-37.484.178,MD,M,ES,1080x1920,,10.0
28919,ES-LEG-DD-00009.D1.01,"Av. de María Guerrero, 2, 28919 Leganés, Madrid, Spain",Frame Alone,Leganés,55669.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,403.422.654,-37.532.903,MD,M,ES,1080x1920,,10.0
28051,28079.17591.01.02,"Av de las Suertes, 2, Local B126, 28051 Madrid, Spain",nan,Madrid,1989733.0,JCDecaux - ES,DIGITALCC-GF,DIGITALCC-GF,['retail.malls'],VIOOH_ES,digital,1,403.689.117,-35.974.162,MD,M,ES,1440x768,,10.0
28051,28079.17592.01.02,"C. Adolfo Bioy Casares, 2, 28051 Madrid, Spain",nan,Madrid,1989733.0,JCDecaux - ES,DIGITALCC-GF,DIGITALCC-GF,['retail.malls'],VIOOH_ES,digital,1,403.691.834,-35.977.124,MD,M,ES,1440x768,,10.0
48004,ES-BIL-AB-05253.D1.02,"Ornilla Doctor Kalea, 1-B, 48004 Bilbo, Bizkaia, Spain",Frame Alone,Bilbo,34953.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,432.560.049,-2.904.817,PV,BI,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01024.D1.01,"P.º de Cuéllar, 80, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,171153.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.388.482,-8.859.678.999.999.990,AR,Z,ES,1080x1920,,10.0
48005,ES-BIL-AB-05114.D2.04,"Barrenkale Barrena, 2, 48005 Bilbo, Bizkaia, Spain",Frame Alone,Bilbo,9699.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,432.567.635,-2.925.534,PV,BI,ES,1080x1920,,10.0
50006,ES-ZAR-AB-01117.D1.01,"P.º de Sagasta, 64, 2-C, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,284887.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.406.093,-8.867.010.999.999.990,AR,Z,ES,1080x1920,,10.0
50006,ES-ZAR-AB-01117.D2.03,"P.º de Sagasta, 64, 2-C, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,211607.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.406.093,-8.867.010.999.999.990,AR,Z,ES,1080x1920,,10.0
47007,47186.00889.01.01,"P.º de Zorrilla, 3, 47007 Valladolid, Spain","Valladolid - P⁰ Zorrilla 43,Valladolid",Valladolid,906901.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.406.394,-47.372.346,CL,VA,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01009.D1.01,"N-330, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,526366.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.409.631,-8.945.635.000.000.000,AR,Z,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01008.D1.01,"N-330, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,418922.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.411.158,-8.944.694.000.000.000,AR,Z,ES,1080x1920,,10.0
50008,ES-ZAR-AB-01233.D1.01,"Cno. de Las Torres 79, 50008 Zaragoza, Spain",Frame Alone,Zaragoza,1014404.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,41.641.304,-8.833.365,AR,Z,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01010.D1.01,"N-330, 34, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,179366.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.412.267,-8.949.659.999.999.990,AR,Z,ES,1080x1920,,10.0
50012,ES-ZAR-AB-01452.D1.03,"Calle Hispanidad, Via, 59, 50012 Zaragoza, Spain",Frame Alone,Zaragoza,105551.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,4.164.143.079.999.990,-9.154.316,AR,Z,ES,1080x1920,,10.0
50008,ES-ZAR-DD-01039.D1.01,"C. de Héroes del Silencio, 8-10, 50008 Zaragoza, Spain",Frame Alone,Zaragoza,356906.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,41.641.791,-8.849.659.999.999.990,AR,Z,ES,1080x1920,,10.0
50008,ES-ZAR-AB-01099.D1.01,"Cno. de Las Torres 49, 50008 Zaragoza, Spain",Frame Alone,Zaragoza,963600.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,4.164.288.759.999.990,-8.812.194,AR,Z,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01013.D1.01,"N-330, 16, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,550368.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.430.154,-8.933.388,AR,Z,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01043.D1.01,"Av. Fco. de Goya, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,361562.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.433.668,-8.902.819.999.999.990,AR,Z,ES,1080x1920,,10.0
50006,ES-ZAR-DD-01018.D1.01,"P.º de Sagasta, 38, 50006 Zaragoza, Spain",Frame Alone,Zaragoza,249210.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.434.788,-8.862.858.000.000.000,AR,Z,ES,1080x1920,,10.0
50005,ES-ZAR-DD-01014.D1.01,"P.º de Fernando el Católico, 4, 50005 Zaragoza, Spain",Frame Alone,Zaragoza,623940.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.439.422,-892.434,AR,Z,ES,1080x1920,,10.0
50008,ES-ZAR-DD-01035.D1.01,"C. de María Lostal, 36, 50008 Zaragoza, Spain",Frame Alone,Zaragoza,695802.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.440.895,-8.794.025.999.999.990,AR,Z,ES,1080x1920,,10.0
50017,ES-ZAR-DD-01093.D1.01,"Grupo Alférez Rojas, 67, 50017 Zaragoza, Spain",Frame Alone,Zaragoza,165887.0,JCDecaux - ES,DIGITALSF-MUPI,DIGITALSF-MUPI,['outdoor.urban_panels'],VIOOH_ES,digital,1,416.439.257,-9.156.963.999.999.990,AR,Z,ES,1080x1920,,10.0
