Zipcode,Full address,Frame id,City,Publisher,Venue types
31008,"Av. de Pío XII, 31008 Pamplona, Navarra, Spain",ES-PAM-DD-08006.D1.01,Pamplona,JCDecaux - ES,['outdoor.urban_panels']
31008,"Av. de Barañáin, 17, 31008 Pamplona, Navarra, Spain",ES-PAM-DD-08008.D1.01,Pamplona,JCDecaux - ES,['outdoor.urban_panels']
28003,"C. de Ponzano, 85, 28003 Madrid, Spain",hq1QV:566600848,Madrid,TuMedio Spain,['retail.parking_garages']
28003,"C. de Ponzano, 85, 28003 Madrid, Spain",hq1QV:566604639,Madrid,TuMedio Spain,['retail.parking_garages']
50003,"Av. de la Cdad. de Soria, 50003 Zaragoza, Spain",ES-ZAR-DD-01187.D1.01,Zaragoza,JCDecaux - ES,['outdoor.urban_panels']
20012,"Mandasko Dukearen Pasealekua, nº3, 1ºD, 20012 San Sebastián, Gipuzkoa, Spain",ES-SSB-DD-08132.D1.01,San Sebastián,JCDecaux - ES,['outdoor.urban_panels']
28916,"C.C.Parquesur-Est.El Carrascal, 28916 Leganés, Madrid, Spain",28074.00437.01.01,Leganés,JCDecaux - ES,['outdoor.urban_panels']
28013,"Pl. del Carmen, 1, 28013 Madrid, Spain",hq1QV:275973956,Madrid,TuMedio Spain,['retail.parking_garages']
50018,"N-330, 50018 Zaragoza, Spain",ES-ZAR-DD-01085.D1.01,Zaragoza,JCDecaux - ES,['outdoor.urban_panels']
35002,"C. San Nicolás, 14, 35002 Las Palmas de Gran Canaria, Las Palmas, Spain",ES-LPG-DD-00016.D1.01,Las Palmas de Gran Canaria,JCDecaux - ES,['outdoor.urban_panels']
28046,"P.º de la Castellana, 28046 Madrid, Spain",28079.04231.01.03,Madrid,JCDecaux - ES,['outdoor.urban_panels']
28224,"Pºconcepción-pza.constitución, 28224 Pozuelo de Alarcón, Madrid, Spain",ES-POZ-DD-00012.D1.01,Pozuelo de Alarcón,JCDecaux - ES,['outdoor.urban_panels']
28046,"C. de Agustín de Foxá, 28046 Madrid, Spain",28079.10006.01.03,Madrid,JCDecaux - ES,['outdoor.urban_panels']
28660,"Av. Siglo XXI, 2, 28660 Boadilla del Monte, Madrid, Spain",ES-BDL-DD-00001.D1.02,Boadilla del Monte,JCDecaux - ES,['outdoor.urban_panels']
50001,"Pl. de San Miguel, N°3, Planta 1, Oficina B, 50001 Zaragoza, Spain",ES-ZAR-AB-01034.D1.01,Zaragoza,JCDecaux - ES,['outdoor.urban_panels']
50001,"Pl. de San Miguel, N°3, Planta 1, Oficina B, 50001 Zaragoza, Spain",ES-ZAR-AB-01034.D2.02,Zaragoza,JCDecaux - ES,['outdoor.urban_panels']
47014,"Av. de Miguel Ángel Blanco, 4, 47014 Valladolid, Spain",47186.00896.01.01,Valladolid,JCDecaux - ES,['outdoor.urban_panels']
48010,"Urkixo Zumarkalea, 41, 48010 Bilbo, Bizkaia, Spain",hq1QV:343269999,Bilbo,TuMedio Spain,['retail.parking_garages']
48010,"Urkixo Zumarkalea, 41, 48010 Bilbo, Bizkaia, Spain",hq1QV:343273835,Bilbo,TuMedio Spain,['retail.parking_garages']
33202,"C. Emilio Tuya, 20, 33202 Gijón, Asturias, Spain",hq1QV:346211413,Gijón,TuMedio Spain,['retail.parking_garages']
39008,"Empark Méjico Jeronimo S. De La Maza, 1, 39008 Santander, Cantabria, Spain",hq1QV:345840878,Santander,TuMedio Spain,['retail.parking_garages']
29006,"Av. de María Zambrano, 29006 Málaga, Spain",ES-MAL-DD-01061.D1.01,Málaga,JCDecaux - ES,['outdoor.urban_panels']
08970,"Torrent d'en Negre, 5, 1º 3ª, 08970 Sant Joan Despí, Barcelona, Spain",ES-SJD-DD-00009.D1.01,Sant Joan Despí,JCDecaux - ES,['outdoor.urban_panels']
47014,"Av. de Salamanca, 47014 Valladolid, Spain",ES-VLL-DD-01010.D1.01,Valladolid,JCDecaux - ES,['outdoor.urban_panels']
47014,"Av. de Salamanca, 47014 Valladolid, Spain",ES-VLL-DD-01010.D2.02,Valladolid,JCDecaux - ES,['outdoor.urban_panels']
